data,patrimonio
2018-10-22,7389.29
2018-10-23,7389.29
2018-10-24,7389.29
2018-10-25,7389.29
2018-10-26,7389.29
2018-10-27,7389.29
2018-10-28,7389.29
2018-10-29,7389.29
2018-10-30,7389.29
2018-10-31,7389.29
2018-11-01,7389.29
2018-11-02,7389.29
2018-11-03,7303.09
2018-11-04,7292.14
2018-11-05,7226.63
2018-11-06,7571.33
2018-11-07,7518.80
2018-11-08,7310.06
2018-11-09,7238.30
2018-11-10,7321.39
2018-11-11,7306.28
2018-11-12,7304.56
2018-11-13,7205.69
2018-11-14,7194.19
2018-11-15,7194.19
2018-11-16,7194.19
2018-11-17,7194.19
2018-11-18,7194.19
2018-11-19,7194.19
2018-11-20,7194.19
2018-11-21,7194.19
2018-11-22,7194.19
2018-11-23,7194.19
2018-11-24,7194.19
2018-11-25,7194.19
2018-11-26,7194.19
2018-11-27,7194.19
2018-11-28,7194.19
2018-11-29,7194.19
2018-11-30,7194.19
2018-12-01,7194.19
2018-12-02,7194.19
2018-12-03,7194.19
2018-12-04,7194.19
2018-12-05,7194.19
2018-12-06,7194.19
2018-12-07,7194.19
2018-12-08,7194.19
2018-12-09,7194.19
2018-12-10,7194.19
2018-12-11,7194.19
2018-12-12,7194.19
2018-12-13,7194.19
2018-12-14,7194.19
2018-12-15,7194.19
2018-12-16,7194.19
2018-12-17,7194.19
2018-12-18,7667.00
2018-12-19,7548.58
2018-12-20,8686.10
2018-12-21,8227.73
2018-12-22,8799.17
2018-12-23,9855.71
2018-12-24,10545.56
2018-12-25,9747.23
2018-12-26,9880.92
2018-12-27,8692.22
2018-12-28,8683.76
2018-12-29,8513.69
2018-12-30,8827.16
2018-12-31,8422.02
2019-01-01,8906.65
2019-01-02,9750.27
2019-01-03,9369.49
2019-01-04,9739.37
2019-01-05,9795.78
2019-01-06,9870.14
2019-01-07,9575.90
2019-01-08,9463.08
2019-01-09,9492.57
2019-01-10,8005.35
2019-01-11,7992.70
2019-01-12,7992.70
2019-01-13,7992.70
2019-01-14,7992.70
2019-01-15,7992.70
2019-01-16,7992.70
2019-01-17,7992.70
2019-01-18,7992.70
2019-01-19,7992.70
2019-01-20,7992.70
2019-01-21,7992.70
2019-01-22,7992.70
2019-01-23,7992.70
2019-01-24,7992.70
2019-01-25,7992.70
2019-01-26,7992.70
2019-01-27,7992.70
2019-01-28,7992.70
2019-01-29,7992.70
2019-01-30,7992.70
2019-01-31,7992.70
2019-02-01,7992.70
2019-02-02,7992.70
2019-02-03,7760.18
2019-02-04,7747.83
2019-02-05,7747.83
2019-02-06,7747.83
2019-02-07,7747.83
2019-02-08,7747.83
2019-02-09,7732.33
2019-02-10,8110.54
2019-02-11,7842.61
2019-02-12,7939.92
2019-02-13,7911.38
2019-02-14,7817.96
2019-02-15,7894.51
2019-02-16,7959.38
2019-02-17,8676.24
2019-02-18,9456.68
2019-02-19,9317.20
2019-02-20,9623.40
2019-02-21,9449.54
2019-02-22,9562.42
2019-02-23,10239.06
2019-02-24,8589.31
2019-02-25,8581.61
2019-02-26,8581.61
2019-02-27,8581.61
2019-02-28,8581.61
2019-03-01,8581.61
2019-03-02,8581.61
2019-03-03,8581.61
2019-03-04,8581.61
2019-03-05,8581.61
2019-03-06,8610.75
2019-03-07,8575.02
2019-03-08,8371.95
2019-03-09,8355.64
2019-03-10,8228.25
2019-03-11,8060.50
2019-03-12,8050.23
2019-03-13,8050.23
2019-03-14,8050.23
2019-03-15,8050.23
2019-03-16,8295.89
2019-03-17,8159.97
2019-03-18,8097.60
2019-03-19,8152.32
2019-03-20,8181.74
2019-03-21,7934.02
2019-03-22,7922.12
2019-03-23,7922.12
2019-03-24,7841.69
2019-03-25,7829.93
2019-03-26,7829.93
2019-03-27,7829.93
2019-03-28,7734.07
2019-03-29,8036.93
2019-03-30,7989.81
2019-03-31,7932.05
2019-04-01,7923.07
2019-04-02,9160.86
2019-04-03,8980.27
2019-04-04,8822.67
2019-04-05,9242.75
2019-04-06,9285.37
2019-04-07,9776.11
2019-04-08,10022.88
2019-04-09,9795.18
2019-04-10,9931.46
2019-04-11,9202.93
2019-04-12,9189.13
2019-04-13,9189.13
2019-04-14,9189.13
2019-04-15,8778.65
2019-04-16,8764.39
2019-04-17,8772.42
2019-04-18,9167.73
2019-04-19,9136.51
2019-04-20,9147.62
2019-04-21,8926.42
2019-04-22,8909.86
2019-04-23,8823.49
2019-04-24,8809.74
2019-04-25,8809.74
2019-04-26,8809.74
2019-04-27,8809.74
2019-04-28,8809.74
2019-04-29,8809.74
2019-04-30,8809.74
2019-05-01,8705.79
2019-05-02,8692.74
2019-05-03,9012.25
2019-05-04,8777.33
2019-05-05,8742.47
2019-05-06,9279.89
2019-05-07,9058.91
2019-05-08,9165.11
2019-05-09,9169.40
2019-05-10,9270.23
2019-05-11,10302.17
2019-05-12,10094.60
2019-05-13,10508.66
2019-05-14,11676.82
2019-05-15,13305.71
2019-05-16,14178.35
2019-05-17,13097.07
2019-05-18,12528.01
2019-05-19,13923.58
2019-05-20,13435.51
2019-05-21,13593.19
2019-05-22,13069.72
2019-05-23,13119.60
2019-05-24,13351.84
2019-05-25,13418.34
2019-05-26,14183.18
2019-05-27,14522.15
2019-05-28,14541.46
2019-05-29,14420.78
2019-05-30,13633.42
2019-05-31,13622.62
2019-06-01,13408.27
2019-06-02,13652.97
2019-06-03,12691.94
2019-06-04,12675.44
2019-06-05,12675.44
2019-06-06,12675.44
2019-06-07,12675.44
2019-06-08,12675.44
2019-06-09,12675.44
2019-06-10,12675.44
2019-06-11,12530.76
2019-06-12,12509.40
2019-06-13,12182.28
2019-06-14,12541.34
2019-06-15,12804.30
2019-06-16,12798.57
2019-06-17,13059.14
2019-06-18,12655.13
2019-06-19,12819.60
2019-06-20,12972.12
2019-06-21,14083.25
2019-06-22,14859.23
2019-06-23,14749.74
2019-06-24,14907.52
2019-06-25,15209.68
2019-06-26,16226.62
2019-06-27,14276.41
2019-06-28,14243.07
2019-06-29,14524.69
2019-06-30,13372.25
2019-07-01,13351.29
2019-07-02,13351.29
2019-07-03,13351.29
2019-07-04,12517.56
2019-07-05,12498.35
2019-07-06,12498.35
2019-07-07,12498.35
2019-07-08,12779.04
2019-07-09,12590.62
2019-07-10,11839.83
2019-07-11,11822.08
2019-07-12,11822.08
2019-07-13,11822.08
2019-07-14,11822.08
2019-07-15,11822.08
2019-07-16,11822.08
2019-07-17,11822.08
2019-07-18,11822.08
2019-07-19,11822.08
2019-07-20,11822.08
2019-07-21,11822.08
2019-07-22,11822.08
2019-07-23,11822.08
2019-07-24,11822.08
2019-07-25,11822.08
2019-07-26,11822.08
2019-07-27,11822.08
2019-07-28,11822.08
2019-07-29,11822.08
2019-07-30,11822.08
2019-07-31,11822.08
2019-08-01,11717.36
2019-08-02,11765.45
2019-08-03,11997.82
2019-08-04,11983.23
2019-08-05,12621.44
2019-08-06,12230.73
2019-08-07,12219.93
2019-08-08,11961.08
2019-08-09,11944.22
2019-08-10,11944.22
2019-08-11,11944.22
2019-08-12,11944.22
2019-08-13,11944.22
2019-08-14,11944.22
2019-08-15,11944.22
2019-08-16,11944.22
2019-08-17,11944.22
2019-08-18,11944.22
2019-08-19,11944.22
2019-08-20,11591.93
2019-08-21,11574.54
2019-08-22,11574.54
2019-08-23,11574.54
2019-08-24,11574.54
2019-08-25,11574.54
2019-08-26,11574.54
2019-08-27,11574.54
2019-08-28,11574.54
2019-08-29,11574.54
2019-08-30,11574.54
2019-08-31,11574.54
2019-09-01,11574.54
2019-09-02,11574.54
2019-09-03,11603.94
2019-09-04,11338.43
2019-09-05,11322.73
2019-09-06,11322.73
2019-09-07,11322.73
2019-09-08,11534.95
2019-09-09,11492.93
2019-09-10,11451.55
2019-09-11,11351.60
2019-09-12,11506.93
2019-09-13,11514.57
2019-09-14,11978.03
2019-09-15,12029.60
2019-09-16,12556.72
2019-09-17,13225.81
2019-09-18,13381.15
2019-09-19,14022.86
2019-09-20,13880.26
2019-09-21,13691.18
2019-09-22,13442.90
2019-09-23,12817.74
2019-09-24,12795.97
2019-09-25,12795.97
2019-09-26,12795.97
2019-09-27,12795.97
2019-09-28,12795.97
2019-09-29,12795.97
2019-09-30,12795.97
2019-10-01,12419.87
2019-10-02,12399.13
2019-10-03,11994.63
2019-10-04,11978.70
2019-10-05,11978.70
2019-10-06,11978.70
2019-10-07,11978.70
2019-10-08,12010.63
2019-10-09,12814.09
2019-10-10,12707.01
2019-10-11,12014.62
2019-10-12,11999.26
2019-10-13,11999.26
2019-10-14,11999.26
2019-10-15,11582.83
2019-10-16,11565.46
2019-10-17,11565.46
2019-10-18,11565.46
2019-10-19,11565.46
2019-10-20,11565.46
2019-10-21,11565.46
2019-10-22,11565.46
2019-10-23,11565.46
2019-10-24,11565.46
2019-10-25,11565.46
2019-10-26,11408.86
2019-10-27,11688.68
2019-10-28,11550.68
2019-10-29,12114.76
2019-10-30,11643.52
2019-10-31,11585.02
2019-11-01,11629.53
2019-11-02,11637.80
2019-11-03,11545.59
2019-11-04,11815.87
2019-11-05,11996.47
2019-11-06,12155.46
2019-11-07,11874.37
2019-11-08,11687.41
2019-11-09,11669.88
2019-11-10,11669.88
2019-11-11,11403.88
2019-11-12,11386.78
2019-11-13,11438.41
2019-11-14,11241.45
2019-11-15,11224.60
2019-11-16,11224.60
2019-11-17,11224.60
2019-11-18,11224.60
2019-11-19,11224.60
2019-11-20,11224.60
2019-11-21,11224.60
2019-11-22,11224.60
2019-11-23,11224.60
2019-11-24,11224.60
2019-11-25,11224.60
2019-11-26,11224.60
2019-11-27,11224.60
2019-11-28,11224.60
2019-11-29,11224.60
2019-11-30,11224.60
2019-12-01,11224.60
2019-12-02,11224.60
2019-12-03,11224.60
2019-12-04,11224.60
2019-12-05,11224.60
2019-12-06,11224.60
2019-12-07,11224.60
2019-12-08,11224.60
2019-12-09,10984.95
2019-12-10,10967.73
2019-12-11,10967.73
2019-12-12,10967.73
2019-12-13,10967.73
2019-12-14,10967.73
2019-12-15,10967.73
2019-12-16,10967.73
2019-12-17,10967.73
2019-12-18,10967.73
2019-12-19,10967.73
2019-12-20,10967.73
2019-12-21,10967.73
2019-12-22,10967.73
2019-12-23,10967.73
2019-12-24,10967.73
2019-12-25,10967.73
2019-12-26,10967.73
2019-12-27,10967.73
2019-12-28,10967.73
2019-12-29,10967.73
2019-12-30,10726.29
2019-12-31,10531.45
2020-01-01,10516.47
2020-01-02,10216.28
2020-01-03,10200.96
2020-01-04,10166.73
2020-01-05,10258.41
2020-01-06,10917.55
2020-01-07,10819.06
2020-01-08,10663.74
2020-01-09,10437.97
2020-01-10,10976.65
2020-01-11,10787.24
2020-01-12,11107.72
2020-01-13,10873.61
2020-01-14,12551.02
2020-01-15,12604.81
2020-01-16,12441.92
2020-01-17,12870.74
2020-01-18,13192.74
2020-01-19,12638.91
2020-01-20,12639.66
2020-01-21,12835.89
2020-01-22,12735.13
2020-01-23,12338.88
2020-01-24,12321.14
2020-01-25,12321.14
2020-01-26,12321.14
2020-01-27,12466.87
2020-01-28,12868.55
2020-01-29,12735.88
2020-01-30,13534.85
2020-01-31,13191.07
2020-02-01,13460.82
2020-02-02,13817.05
2020-02-03,13905.75
2020-02-04,13844.17
2020-02-05,14937.81
2020-02-06,15629.03
2020-02-07,16368.63
2020-02-08,16349.57
2020-02-09,16752.72
2020-02-10,16335.64
2020-02-11,17348.65
2020-02-12,19477.28
2020-02-13,19667.86
2020-02-14,20898.57
2020-02-15,19414.24
2020-02-16,18971.51
2020-02-17,19635.61
2020-02-18,20726.31
2020-02-19,18941.46
2020-02-20,18913.05
2020-02-21,18913.05
2020-02-22,18615.67
2020-02-23,19538.84
2020-02-24,18901.09
2020-02-25,17557.98
2020-02-26,17533.07
2020-02-27,17533.07
2020-02-28,17533.07
2020-02-29,17533.07
2020-03-01,17533.07
2020-03-02,17533.07
2020-03-03,17533.07
2020-03-04,17533.07
2020-03-05,17533.07
2020-03-06,17533.07
2020-03-07,16959.94
2020-03-08,14254.21
2020-03-09,14238.55
2020-03-10,14238.55
2020-03-11,14238.55
2020-03-12,14238.55
2020-03-13,14238.55
2020-03-14,14238.55
2020-03-15,14238.55
2020-03-16,14238.55
2020-03-17,14238.55
2020-03-18,14238.55
2020-03-19,14238.55
2020-03-20,14238.55
2020-03-21,14238.55
2020-03-22,14238.55
2020-03-23,14238.55
2020-03-24,14479.78
2020-03-25,14235.00
2020-03-26,14471.41
2020-03-27,13739.16
2020-03-28,13720.64
2020-03-29,13720.64
2020-03-30,13720.64
2020-03-31,13720.64
2020-04-01,14004.65
2020-04-02,14591.06
2020-04-03,14597.25
2020-04-04,14879.10
2020-04-05,14722.17
2020-04-06,17687.26
2020-04-07,16993.48
2020-04-08,17869.99
2020-04-09,17507.62
2020-04-10,16296.60
2020-04-11,16348.22
2020-04-12,16375.06
2020-04-13,16136.58
2020-04-14,16111.35
2020-04-15,15506.43
2020-04-16,15483.18
2020-04-17,15304.79
2020-04-18,16810.96
2020-04-19,16148.92
2020-04-20,15268.01
2020-04-21,15317.35
2020-04-22,16392.92
2020-04-23,16640.51
2020-04-24,16828.90
2020-04-25,17419.16
2020-04-26,17716.09
2020-04-27,17613.83
2020-04-28,17606.65
2020-04-29,19321.83
2020-04-30,18488.46
2020-05-01,19025.80
2020-05-02,19186.38
2020-05-03,18823.96
2020-05-04,18522.55
2020-05-05,18417.60
2020-05-06,17844.37
2020-05-07,17817.61
2020-05-08,17728.82
2020-05-09,17633.15
2020-05-10,15740.77
2020-05-11,15714.65
2020-05-12,15714.65
2020-05-13,15714.65
2020-05-14,15981.99
2020-05-15,15312.96
2020-05-16,15290.78
2020-05-17,15763.65
2020-05-18,16366.81
2020-05-19,16343.20
2020-05-20,15991.36
2020-05-21,15140.69
2020-05-22,15117.99
2020-05-23,15043.65
2020-05-24,14549.30
2020-05-25,14528.21
2020-05-26,14528.21
2020-05-27,14528.21
2020-05-28,15335.80
2020-05-29,15363.66
2020-05-30,16966.66
2020-05-31,16126.16
2020-06-01,17286.99
2020-06-02,16553.03
2020-06-03,17030.03
2020-06-04,16936.72
2020-06-05,16716.67
2020-06-06,16851.07
2020-06-07,17033.51
2020-06-08,17161.64
2020-06-09,16979.20
2020-06-10,17255.65
2020-06-11,16050.26
2020-06-12,16026.19
2020-06-13,16026.19
2020-06-14,16026.19
2020-06-15,16026.19
2020-06-16,16026.19
2020-06-17,16026.19
2020-06-18,16026.19
2020-06-19,16026.19
2020-06-20,16026.19
2020-06-21,16026.19
2020-06-22,16026.19
2020-06-23,16006.13
2020-06-24,15440.71
2020-06-25,15416.25
2020-06-26,15416.25
2020-06-27,15416.25
2020-06-28,15416.25
2020-06-29,15416.25
2020-06-30,15416.25
2020-07-01,15416.25
2020-07-02,15092.60
2020-07-03,15070.64
2020-07-04,15070.64
2020-07-05,14941.69
2020-07-06,14918.63
2020-07-07,14750.23
2020-07-08,15217.96
2020-07-09,14913.53
2020-07-10,14868.55
2020-07-11,14737.29
2020-07-12,14961.60
2020-07-13,14763.17
2020-07-14,14815.55
2020-07-15,14705.86
2020-07-16,14683.81
2020-07-17,14683.81
2020-07-18,14683.81
2020-07-19,14683.81
2020-07-20,14475.38
2020-07-21,14454.29
2020-07-22,15510.73
2020-07-23,16184.98
2020-07-24,16409.53
2020-07-25,17946.15
2020-07-26,18281.22
2020-07-27,18923.14
2020-07-28,18618.05
2020-07-29,18685.65
2020-07-30,19684.98
2020-07-31,20355.11
2020-08-01,22748.21
2020-08-02,21898.78
2020-08-03,22687.66
2020-08-04,22903.98
2020-08-05,23554.13
2020-08-06,23211.42
2020-08-07,22293.81
2020-08-08,23342.51
2020-08-09,22933.38
2020-08-10,23243.76
2020-08-11,22284.40
2020-08-12,22250.40
2020-08-13,24361.58
2020-08-14,25142.61
2020-08-15,24804.61
2020-08-16,24884.37
2020-08-17,24715.66
2020-08-18,24214.68
2020-08-19,23380.28
2020-08-20,23340.06
2020-08-21,21741.67
2020-08-22,21709.07
2020-08-23,21709.07
2020-08-24,21709.07
2020-08-25,20360.90
2020-08-26,20330.37
2020-08-27,20330.37
2020-08-28,20330.37
2020-08-29,20480.76
2020-08-30,22032.93
2020-08-31,22283.66
2020-09-01,24416.92
2020-09-02,22585.25
2020-09-03,19595.50
2020-09-04,19565.60
2020-09-05,19565.60
2020-09-06,19565.60
2020-09-07,19565.60
2020-09-08,19565.60
2020-09-09,19565.60
2020-09-10,19565.60
2020-09-11,19842.19
2020-09-12,20595.26
2020-09-13,19458.22
2020-09-14,19429.57
2020-09-15,18726.05
2020-09-16,18700.54
2020-09-17,18700.54
2020-09-18,18437.53
2020-09-19,18473.02
2020-09-20,17791.07
2020-09-21,17767.27
2020-09-22,17767.27
2020-09-23,17767.27
2020-09-24,17767.27
2020-09-25,17767.27
2020-09-26,17767.27
2020-09-27,17923.10
2020-09-28,17744.16
2020-09-29,17717.55
2020-09-30,17692.48
2020-10-01,17344.85
2020-10-02,17319.33
2020-10-03,17319.33
2020-10-04,17319.33
2020-10-05,17357.18
2020-10-06,16721.61
2020-10-07,16699.48
2020-10-08,16699.48
2020-10-09,17348.32
2020-10-10,17611.11
2020-10-11,17781.72
2020-10-12,18368.61
2020-10-13,18106.77
2020-10-14,17992.24
2020-10-15,17948.99
2020-10-16,17356.87
2020-10-17,17332.74
2020-10-18,17332.74
2020-10-19,17346.13
2020-10-20,16867.92
2020-10-21,16842.62
2020-10-22,17773.44
2020-10-23,17581.11
2020-10-24,17711.48
2020-10-25,17427.50
2020-10-26,16889.67
2020-10-27,16860.48
2020-10-28,16216.10
2020-10-29,16194.29
2020-10-30,16194.29
2020-10-31,16194.29
2020-11-01,16194.29
2020-11-02,15594.37
2020-11-03,15570.58
2020-11-04,15570.58
2020-11-05,16105.01
2020-11-06,17666.94
2020-11-07,16928.06
2020-11-08,17647.16
2020-11-09,17240.29
2020-11-10,17410.56
2020-11-11,17931.47
2020-11-12,17867.08
2020-11-13,18359.29
2020-11-14,17741.80
2020-11-15,17228.27
2020-11-16,17203.98
2020-11-17,18012.98
2020-11-18,17817.62
2020-11-19,17646.31
2020-11-20,19142.66
2020-11-21,20665.32
2020-11-22,21018.46
2020-11-23,22834.15
2020-11-24,22716.93
2020-11-25,21340.80
2020-11-26,19523.23
2020-11-27,19496.58
2020-11-28,19496.58
2020-11-29,20866.88
2020-11-30,22334.84
2020-12-01,21195.75
2020-12-02,21620.96
2020-12-03,22311.29
2020-12-04,20555.03
2020-12-05,20518.42
2020-12-06,20652.76
2020-12-07,20287.60
2020-12-08,19046.29
2020-12-09,19016.70
2020-12-10,19016.70
2020-12-11,19016.70
2020-12-12,19016.70
2020-12-13,19016.70
2020-12-14,18845.81
2020-12-15,18923.28
2020-12-16,20490.92
2020-12-17,20660.64
2020-12-18,21014.22
2020-12-19,21155.01
2020-12-20,20512.14
2020-12-21,19541.72
2020-12-22,19508.25
2020-12-23,17910.84
2020-12-24,17884.29
2020-12-25,17884.29
2020-12-26,18159.40
2020-12-27,19515.39
2020-12-28,20805.60
2020-12-29,20860.57
2020-12-30,21417.09
2020-12-31,20973.64
2021-01-01,20770.28
2021-01-02,22054.79
2021-01-03,27871.81
2021-01-04,29658.73
2021-01-05,31324.32
2021-01-06,34417.39
2021-01-07,34883.34
2021-01-08,34664.60
2021-01-09,36341.87
2021-01-10,35715.57
2021-01-11,30963.46
2021-01-12,30911.91
2021-01-13,30911.91
2021-01-14,33657.33
2021-01-15,31918.30
2021-01-16,33541.21
2021-01-17,33664.70
2021-01-18,34383.54
2021-01-19,37320.62
2021-01-20,37623.07
2021-01-21,30371.35
2021-01-22,30317.07
2021-01-23,30294.98
2021-01-24,34191.85
2021-01-25,32380.34
2021-01-26,33558.71
2021-01-27,30429.08
2021-01-28,30383.45
2021-01-29,31436.82
2021-01-30,31450.97
2021-01-31,29958.47
2021-02-01,29908.31
2021-02-02,32852.37
2021-02-03,36160.81
2021-02-04,34659.64
2021-02-05,37352.62
2021-02-06,36419.77
2021-02-07,35025.92
2021-02-08,38026.95
2021-02-09,38442.33
2021-02-10,37837.95
2021-02-11,38797.74
2021-02-12,39979.99
2021-02-13,39430.36
2021-02-14,39115.14
2021-02-15,38654.58
2021-02-16,38708.67
2021-02-17,40182.47
2021-02-18,42086.63
2021-02-19,42487.23
2021-02-20,41540.69
2021-02-21,42002.99
2021-02-22,38602.44
2021-02-23,38532.84
2021-02-24,38532.84
2021-02-25,38532.84
2021-02-26,38532.84
2021-02-27,38532.84
2021-02-28,38532.84
2021-03-01,38532.84
2021-03-02,38532.84
2021-03-03,38532.84
2021-03-04,37761.96
2021-03-05,37706.32
2021-03-06,37706.32
2021-03-07,39369.30
2021-03-08,41789.25
2021-03-09,42660.51
2021-03-10,40932.82
2021-03-11,41638.76
2021-03-12,40300.07
2021-03-13,43812.00
2021-03-14,42161.84
2021-03-15,40883.34
2021-03-16,41156.05
2021-03-17,41580.85
2021-03-18,40490.69
2021-03-19,40428.84
2021-03-20,40300.42
